leagueId,tier,number
444ad314-13db-4725-b64b-6f1580b46622,GOLD,107
444b5927-6f9d-44e8-8d0d-e5d19d1a58ae,BRONZE,46
44521a30-8a14-48ee-9692-79abb62a223a,BRONZE,69
4452be71-af0b-496d-b85c-7cdf4bac0660,SILVER,195
4453781e-074e-489e-8442-9e4679e60776,GOLD,199
44580f1e-16c5-41ab-b8ea-59ff34174ade,PLATINUM,198
445bb348-5060-4d1c-9b90-6e2555ce6c18,GOLD,182
445e8ae9-d25b-4199-8e6e-c247c5ecf661,SILVER,171
446220a5-3538-4087-8990-d69a1e682e22,BRONZE,97
4462231d-3ee9-4921-99ae-24daa4b26a5a,SILVER,176
4465eaca-c49e-4412-96c1-6be0255fe2c6,GOLD,198
44683ba0-3559-41ce-aa3d-46075c393d77,GOLD,199
446b6e44-d595-4d73-9b71-29effd89a4b9,GOLD,196
446cb816-314e-4bdb-bcfb-8c404ed4cd5d,GOLD,184
446ce9ed-1796-4eb8-abf3-74de9822584a,SILVER,161
446e5c11-e0d8-4654-a0e6-f07a89cf4b86,BRONZE,67
44713cc3-ef63-46ad-b646-13289235d43d,SILVER,77
44721e11-cda2-4706-8d73-34e044dcb440,SILVER,188
4473ceb4-8750-4ee4-8a88-b4c0fb0f85a5,PLATINUM,138
44742d2f-a2c7-4961-865c-525ef1655089,SILVER,181
4477b422-6f3e-4eb2-bd91-b0c6c63d09b4,BRONZE,132
4477de3c-c0ab-4066-9ada-0c04b091eb84,DIAMOND,202
447e9dc4-1989-43f9-8f5f-86cfe74de001,IRON,37
44859a6f-9a01-421c-ae78-7fad6778e0ba,SILVER,82
4489d513-9b0b-4595-bdfb-cb803b610f20,SILVER,167
448d092f-be60-474f-b4bf-3cf0435aba6a,SILVER,185
448d1534-e71c-43de-9059-e0bb5484c004,GOLD,175
4492f2c5-5444-464d-a6d0-f493d9f37e3c,SILVER,173
4493a36d-3189-4cb8-87a3-4d67624fb534,IRON,39
4494366a-b12d-4e2a-81e7-ae0dcdba85e8,BRONZE,143
44954ae1-716b-448e-9e1b-90e260c56639,SILVER,170
44957b89-e6a6-4257-a8d5-d266809171b1,SILVER,196
449875e4-1cf0-4613-bb82-28b02d0b70f2,IRON,63
44995312-6393-4359-84e3-913c5744bafa,BRONZE,136
44a0dadb-7750-459b-b04e-e27ed0827960,GOLD,193
44a5c23a-21ed-4d3a-b001-24b1c843ee9d,BRONZE,67
44ad4111-0dd0-42e2-b68c-aeb6e56c5c1a,SILVER,180
44ae5ef1-4972-4de9-a7f3-3df7b00eb04d,GOLD,199
44af35ce-0c3f-44a6-92ff-2fb104505174,GOLD,199
44af4af5-644c-48e2-9e59-f34e541163f7,BRONZE,160
44b0b1f8-a670-4464-99b3-e0e707ebdd48,SILVER,91
44b33365-1172-4d1e-baff-270fd5f180a4,SILVER,159
44b672a5-f0c4-4bd7-9146-02dfe28d08f1,IRON,49
44b9a7dc-5698-4f59-b16d-1197b198c31b,BRONZE,144
44bdbf39-3ae1-42ea-9539-d340aff7f7eb,GOLD,195
44be3048-09a9-4974-87cd-ab71092db103,GOLD,199
44bf793f-fe45-49f0-ba1b-5cecd8a7ad78,SILVER,165
44c3da2f-dacb-46c1-ba1d-d866bfa354af,BRONZE,141
44c91254-dbc7-4372-ad5f-6b7573572418,SILVER,189
44cd1e31-7cda-4048-a83e-a291999e9659,GOLD,189
44ce6618-71ef-4542-8664-d02943288b45,SILVER,188
44cf3899-f0a7-4670-b762-ec55ffdfa848,GOLD,185
44d34259-e279-429e-9108-7d3a63734835,GOLD,99
44d52c8d-8dc5-40dc-b7ed-093f09a696ad,IRON,67
44dcebb8-5458-4c6b-81bc-1cc8afd09858,SILVER,170
44e9131b-6b74-4d2e-9fae-d5e4fe194971,BRONZE,34
44f0da55-ecfe-4e61-aa2b-b572fac39790,SILVER,175
44f0e122-33b3-4e21-85d0-8995a19888c7,SILVER,188
44f758be-339d-46e5-b08c-95201ee6708e,BRONZE,54
44f7d0a4-b961-4499-aa5f-e75c4bbf2f25,BRONZE,105
44fcdcb4-3f44-46f8-ac6e-1765408a5305,BRONZE,95
44fd6668-b2e6-4660-b7a1-43e1dfc518a6,SILVER,194
450195bd-a7ed-467b-8ca2-1a0456bbb74a,PLATINUM,198
45025989-1cd8-461b-b8fb-5cdbce15a546,SILVER,241
45077579-a44c-4868-a01b-1a48dd0dd42d,GOLD,196
45086b92-ba12-45b1-b82e-a5e3adc324bc,SILVER,86
4508901f-1356-468e-b43a-d4030b7a1e99,BRONZE,146
4509515c-f359-40ef-89e3-85851ebb43e4,IRON,26
450c64c9-702c-494e-9646-72ff8a705208,BRONZE,136
450cd1de-79f2-4bde-baa4-9114bc7fc0df,PLATINUM,200
450d41dd-c81b-4d51-870b-f71ce16509bb,GOLD,102
450f18ec-7ced-4f86-9d59-524299d3184f,GOLD,106
4510ed22-7d79-4292-a15c-e579ea885f85,IRON,54
451399f3-356a-4f42-a726-b76d87f1ea49,GOLD,188
451cd3fd-efe5-485a-9491-407ceea347d0,PLATINUM,118
45221529-6de3-4428-b5a6-916835c8cf22,IRON,79
452517b6-e559-448d-a201-72d890b0676c,IRON,31
4528b545-7a6d-4dbf-8565-14f0a6381744,SILVER,84
45298e9a-6b48-4443-ad58-be76c0080af3,IRON,22
452a4be5-d2b2-4e7f-a207-085bc656bd80,GOLD,197
452ab3c4-171f-4604-9f97-8cf00da0ee2f,SILVER,198
452af981-3f6e-42e0-8de5-eac9bb169832,SILVER,169
452b334a-e697-4812-ab19-20c66b55e671,SILVER,169
452db5c6-04f8-4e28-bd3b-1fe127255f50,IRON,36
452e41ef-9845-41f6-a01b-4efe2b7e48f6,SILVER,101
45344983-6969-46e5-81a5-f9b1db251daf,SILVER,188
45350928-588b-43dc-a0fc-0ef332381567,BRONZE,43
45380e55-4c98-42b2-9802-82e8f347c634,SILVER,171
453be29b-d3d4-4d98-8700-e2bb33c2bc68,GOLD,197
453d5d8b-e7fa-4aeb-8ddd-ccd33d70d141,BRONZE,108
45429500-f450-4566-9e25-bb96c981f834,GOLD,95
454537cb-d327-4fcd-8072-f5bec293740a,SILVER,196
4550bad2-4dd1-48a0-b4df-20190edbee2f,IRON,56
455134d3-e434-4a47-a3d5-cabf6ccda4c9,BRONZE,40
4552a54a-aa2b-47f3-9c00-956e1b404571,SILVER,191
4552c84f-f50d-43c8-ac76-c9ea83e79f64,BRONZE,137
455483a7-a288-4525-bed8-8692b1f1aee1,SILVER,197
4558c63a-5c0c-433a-95fa-c6e72e256f45,GOLD,195
455ff2e4-4513-45bb-89dc-535c1afa4399,BRONZE,142
456a94cf-7306-4b14-ac81-00a872bc67c7,BRONZE,43
456cbaae-cf6d-4763-8ef3-da8038b21899,BRONZE,46
456cda84-a169-4d96-b70a-ccaa9a190d23,SILVER,191
456efc09-b591-4ea2-a420-a171f84f1497,SILVER,171
456fb653-87a1-4991-be51-2c581faf6213,SILVER,164
45705736-9b68-43d8-a8e3-2e708eea67c9,GOLD,195
4570b611-2126-47bf-aee2-5ae7074661a5,BRONZE,49
45755615-2592-41e4-a2c7-e7eb1ee501fb,BRONZE,37
457713cf-2b24-4d56-accd-96016c2c950d,SILVER,113
45771faf-b9b5-42da-836b-1be7935a918e,SILVER,92
4577c08a-2155-4e0e-b4e1-581cda4fb2d1,GOLD,199
457874f6-d4f9-463b-93f8-7b1d7204841f,SILVER,193
458562dd-b702-4d9a-851c-ebdc63c47c47,IRON,51
45859d26-9c3a-4699-9549-0a5d8b010e01,SILVER,161
458aa656-9bc9-4d85-b9a1-e84355788644,SILVER,176
458be486-e06e-4d34-bf64-5c671f8cb9e5,SILVER,174
458ccc53-a20e-43e7-b7d7-d570e6a5ae20,GOLD,201
458f12a6-72ce-4122-b66e-3dc7c39a1dc6,BRONZE,86
459079b8-7403-43e1-9059-f682ef3809db,GOLD,198
4593b481-d412-4327-b27c-6d7f408a93e4,IRON,24
4595ff5f-95a3-43bd-8f5d-eb9376233de1,GOLD,100
45979585-6e15-435b-acf7-b73e674241be,BRONZE,90
4599fc85-1e57-477e-b017-e7838b89ca3b,PLATINUM,199
459a6782-0463-4249-a2d2-32cb8ea302c4,SILVER,94
459b05d7-4be5-402a-b20f-75d334f8362a,IRON,61
459b2cea-4723-4df2-8291-b16744b6ad27,PLATINUM,200
459e2e22-cedd-4a75-b136-cdd9a35c0cc4,SILVER,165
459fed94-4ae2-4454-9470-9f6d93ad8412,GOLD,186
45a1ca7c-8f9a-4510-8d0f-80540aa72eed,IRON,41
45a24473-ce71-405b-870a-d5b4b982fd5a,BRONZE,137
45a494b8-8838-41a5-864c-ddd147d4cc78,GOLD,199
45a4c860-ad3d-4542-828a-24c5edf421d7,GOLD,190
45a98ab5-4566-45f9-89d0-05ce2c483201,SILVER,92
45a9b143-50a1-4d87-9d7a-990453c20f69,SILVER,193
45aaced3-28be-493f-b012-5fa974ebd4b3,BRONZE,149
45b3eff2-86f4-4b61-b1a0-6c491948346d,SILVER,191
45b57497-b0da-43ca-ba25-b24844f6ad77,GOLD,189
45b6601e-1cb2-46af-af97-6bca86a67537,GOLD,188
45b870c7-72ee-4a15-81d5-34844c2baccf,BRONZE,161
45b9b718-8e2d-43fb-9a9c-33c2192db47b,SILVER,189
45ba7cea-0a25-48a9-8e57-7787086910a0,BRONZE,66
45bb147b-8432-4c1a-8542-fa655002a2f7,GOLD,188
45c053df-f0aa-4883-a336-bf75ae8e4ceb,BRONZE,63
45c2a0c9-232f-42bd-9937-cd3200b9c26b,SILVER,189
45c89dce-4000-4de3-bcfb-57afe07ec330,BRONZE,48
45c9cb38-f224-4ab2-b0cd-10b21301e7c6,SILVER,129
45c9f60e-4dfa-4380-b052-e24963115db8,SILVER,189
45cdbfba-296a-40b8-9753-8a58474bb849,BRONZE,120
45d01846-5ba8-4652-b40e-a450d5750ea0,GOLD,198
45d42244-7b1f-4f2b-993b-564d8e9434e5,BRONZE,156
45d82302-8c33-42ef-b517-aa416cf25679,BRONZE,52
45e36bff-53d9-4abf-8792-97ec5b1a2b16,SILVER,193
45e61923-f724-4551-b820-69437de76a56,BRONZE,141
45e6afa9-44ff-4350-b5df-2ec0f76b75f3,BRONZE,129
45ecb89c-d47a-4ed3-80fc-9f1aedce64a3,BRONZE,48
45ef350c-d75e-4200-9a32-02f5930ee491,SILVER,190
45ef92f4-2d56-40b5-a99b-09c6c7f224aa,IRON,28
45eff2fd-bcdb-43f1-9eb0-6847bdf37ff2,PLATINUM,200
45f15583-b2bb-4ad7-8f07-301e0140a7ef,GOLD,134
45f4bc44-bc8b-4441-84d5-eeb55aa76a1f,IRON,53
45f4e78d-713e-4175-8f7b-7dffe2137284,BRONZE,43
45f722f3-89b7-4b4a-b657-8f28be1bc041,GOLD,186
45f7aa7f-33c5-41f9-8b4b-1f7435e94168,GOLD,200
45f7e29f-652c-41c2-9d25-e2d82e69313e,IRON,31
45fcf601-7dac-4fe3-9fc9-ae5217743e40,GOLD,196
45fe8b00-96e3-4edf-ab57-a618f0015cfd,SILVER,199
46002f02-ce41-4197-a7bc-9173aecb0854,BRONZE,140
46013238-0f23-45b0-b603-e2e9949740a2,PLATINUM,201
4601498d-a8f8-4f5e-bb36-73a2bae2a3ab,BRONZE,62
4608740c-80c1-4fdb-a2a3-654159d9f304,BRONZE,134
4608c310-a56b-4ed0-a41d-5e8a13f9619b,GOLD,195
460a8ce7-1dec-4e7c-a659-172bb3b456c7,GOLD,95
460e7676-ffe3-4032-af06-17e11c671e6d,SILVER,186
460eb7d1-ddce-4d59-a143-75ba3810780f,BRONZE,134
460f007e-aef4-409b-89dd-d7143e9811cf,SILVER,83
46139456-14b5-46cc-bc6f-7e8bb06515e7,BRONZE,47
4613ed38-d98f-4c7c-bef5-e04144878dbc,DIAMOND,203
46154dca-0e61-415b-a7ff-3bd5af77a94a,IRON,45
4616e3a8-cafe-4b9e-8d86-ab4ed1a83510,BRONZE,51
4617d162-2930-4b72-b1be-e4ac5764d015,BRONZE,33
46188376-52e6-4bea-bacc-8b1f1c207cbe,GOLD,193
461a9faf-580c-4dd7-8bff-743e5b9a20bd,SILVER,168
461be4c1-ceeb-4cc6-9fe3-d7d8a38aae1a,GOLD,193
461ff980-41df-4b35-a6a9-946d5343b369,GOLD,196
46209999-bc78-4837-bdf4-dd9218850ad2,GOLD,188
46246761-2522-4df7-b3d6-33072e41577e,BRONZE,94
4626fab6-fedc-44fb-b8ce-710013376e2e,BRONZE,120
462909f3-2480-4842-ae1d-238fdeadc5d3,GOLD,203
46298d26-985c-409d-acf0-fe2634549fb3,BRONZE,65
462b5771-27ca-4189-ae36-96530a39a9f6,IRON,32
46325f03-5d42-4a92-abb5-1e852a3620fb,SILVER,193
46370a89-ba60-4d29-883b-542edec6782f,SILVER,196
463b5856-3ffb-45a1-afef-ca2631eb7bd0,SILVER,165
463cb208-9eb1-4a74-9244-7c7c110d93c9,SILVER,164
463e0242-231d-4215-ac7c-1424b7efc7b5,IRON,20
463f6ea8-dbc6-4d39-a997-1841715e6552,SILVER,163
463fdc5a-4e47-406b-b8c7-7bd074423704,BRONZE,47
46447964-6e4f-4ee6-ae24-921c990383a4,PLATINUM,191
4646deaf-d402-4abd-8d81-345f56cc2cf3,PLATINUM,200
464b5649-f52b-480d-a38a-a5e82d8f8301,SILVER,177
464fbae5-38fe-42b1-9f57-272f072bc97b,PLATINUM,199
46529f08-a3bf-442a-82ef-61cb9f9bf553,BRONZE,139
46530ded-ed4d-47ab-9c0b-ed1e4511e583,GOLD,123
4654a6ea-9738-44f3-9293-271be170c8ad,SILVER,192
4654eb33-6222-4174-ba50-981811fc18f8,IRON,48
465640f1-bab9-42bd-86b7-cbf2ca29706e,PLATINUM,202
4656c3a3-a3c0-4e6e-9799-122c89ef6fef,GOLD,193
465b3bea-6263-4b71-a9be-6f7c8cbfdeec,SILVER,176
465ebb6d-7d4f-489f-8bf9-8882f8193916,SILVER,190
465edd71-eb89-4879-895c-708e1e352f21,IRON,54
4663f271-40a5-4198-81e1-987859553a8c,GOLD,191
4667f17a-89bd-417f-82f5-ec4e0de7bc1d,SILVER,193
4668c89d-b12e-4972-b9ee-86b4da707a96,GOLD,186
466bf147-7375-48b6-b570-5c6800ced037,GOLD,173
466c2e8f-32c5-4ecd-9288-a837a56a04d2,SILVER,74
466ce8b0-7106-4129-81e8-e1eda33ed705,IRON,21
4672c98b-ebcc-45b7-b921-8e8f7426bbb1,BRONZE,69
46739b60-f147-4e64-9c85-3f56cd430ade,BRONZE,138
467d9f77-e6ea-48f6-b893-083209601fb7,PLATINUM,201
467fa208-43fd-41df-9bd9-bf6c69383c9e,BRONZE,100
46822949-bb0b-4db3-8a8d-5f5602207ef4,SILVER,187
468b1481-cb61-40c1-9e86-568cb8695fb5,SILVER,197
468b1bcb-96db-425e-8d4c-ec751e17cd07,SILVER,175
4691d63b-376c-483f-82a0-fa85da31823e,IRON,39
4697684d-9c83-4310-9fb1-af168befcaef,IRON,25
469ec4ae-bc68-4a64-8bb2-966e72d71d52,GOLD,92
46a339ec-0a2e-4caa-8545-87868542e309,BRONZE,66
46a6418d-8638-4d01-84b0-3508258ea4e5,BRONZE,78
46abffa6-c9a4-434e-8547-1c0d8eb945ae,IRON,13
46acb124-053a-47b0-92db-82ae12523db6,SILVER,190
46b0f0a3-c42e-4c3b-9149-3fb0b71e7965,DIAMOND,109
46b52f7b-c364-48a0-aa36-f9de0a1ef851,BRONZE,120
46b7b52f-996d-4347-804c-fcd21d92a657,SILVER,194
46bd9b6f-6ebc-4ff2-9995-f7f5e4cb7dc4,GOLD,191
46c083ec-6177-41b6-86f8-086bdd7e4b36,SILVER,175
46c19cbd-55c5-402b-9934-100074812f47,BRONZE,43
46c45855-608a-447d-a238-d059c2616b24,BRONZE,48
46c82352-4d36-4e2b-bf08-a4634bcd3a42,BRONZE,75
46ca1eed-9ea3-4378-8f63-000b6afe6511,PLATINUM,197
46cb556e-8926-4c36-8d71-ff4237ded269,SILVER,183
46d9b7c3-dac1-4fe9-b25c-93759220ad36,BRONZE,39
46e23bfa-a5eb-44e2-b588-834b93cb19f4,IRON,31
46e51346-3a18-482a-bd39-152e70ab5e26,BRONZE,158
46ee5230-e579-4193-974c-2e5991e92cb9,BRONZE,60
46eecf33-caaf-4ac1-a866-f96fee3f331e,SILVER,168
46ef0a0b-226e-475c-ac0c-5f2dc75defe5,SILVER,194
46f7690a-817a-4f82-bfe8-5be024ae7cae,BRONZE,40
46f81acd-26c5-4c80-9001-8ff5c476e2fd,SILVER,187
46f9111e-8c90-4281-9ec4-4d2396c5c522,BRONZE,72
46fb1da2-d06c-4784-8daf-1cba57eaff02,IRON,45
470269e9-7d04-4fab-b1ab-76c8dfc2c622,IRON,43
47059590-fb39-4b2c-b0fd-2414b3ecf540,DIAMOND,200
470c531b-4587-463a-9747-3fedc59d1727,IRON,44
470eeb75-4e42-4a1d-b83f-ef68748f87e7,IRON,35
4714d29d-7104-4789-b250-6471c3c66ae4,SILVER,190
47168e7d-04ee-47f7-ae1a-af32326ff58c,BRONZE,122
471b5e9a-6976-4a23-8d75-6fe2d4373a2e,SILVER,122
471b9bb9-600a-4c9b-8f08-2fdff51a4cac,SILVER,189
471d8770-b2fb-4e95-9b14-ff6579ff5359,SILVER,193
471f1db7-7510-4d1e-ba63-5b4f580726b1,BRONZE,147
4722214f-25fe-48b2-bdd0-72479cfd54e4,BRONZE,150
47228693-2635-4559-8281-6d86f4dd0661,GOLD,187
4722e118-52b3-4465-a27b-8c6559df0aa2,GOLD,190
472670f5-cb56-4e65-adcb-b4ee90dfb961,SILVER,191
472e9775-73be-4c28-92b3-8f734260d74c,BRONZE,123
4730ebe5-4fad-491d-a775-b6bc168f89f5,GOLD,191
47345c8f-bc5e-4548-8262-370cee5bd388,SILVER,191
47384cba-2841-4c9e-ac50-d4da75d69626,SILVER,172
473ba1f9-563a-4b07-9c52-d0a790a8331f,GOLD,196
473e3883-a00c-44c4-8f33-03f9ffc248c2,SILVER,190
474177da-f0fd-4f47-b338-6fdce2ef2d57,SILVER,191
4748ab9b-e115-4b4e-938d-3a9cb3a6422f,SILVER,193
47490ddf-fa6d-4c43-926c-158e52666350,GOLD,184
4749f017-e367-4319-8c3a-b2ee7ec518a8,SILVER,186
474dfe85-3a3f-4eb6-a79a-43edc3d794c2,BRONZE,124
474f9217-d1c3-4c70-a423-0bfa5809fb90,GOLD,186
47533de2-527d-4e74-8a8a-beab28f94120,PLATINUM,196
4754c545-c038-4cda-a8aa-1596d7ace1b1,SILVER,171
4755264a-8a3c-46e4-87a2-23ead5f94f9d,SILVER,99
4755e847-23bf-40cd-9d6b-7267b9430dc4,BRONZE,52
4758eba9-83a0-42b7-9fbd-49b7ac1fcfc3,SILVER,161
475f3f5a-c6c9-43cc-ba05-1c46515fa64d,BRONZE,50
4763f140-cf70-4852-bf67-798d10e4078e,GOLD,186
47654b26-bbd6-4aa7-a90a-1b0bafa1fd38,BRONZE,133
4767ca44-e4bc-447a-b9f1-abe5ce8c424d,BRONZE,127
476ad3f3-54c3-4c0d-b0c9-61d846cfed69,BRONZE,48
476c6ac1-79e1-44b6-a085-a37e7ae4e5b5,GOLD,199
476d5f08-e141-4df6-860c-0647399b73d9,BRONZE,69
476ec9b9-08ce-4929-a7a2-c1891b3a5038,BRONZE,82
476fd2f5-d2a2-4b0d-9f01-e34409200eb2,SILVER,175
47741c9f-6af1-4113-b6e4-78bafe430a44,SILVER,172
47781c77-87ea-45bc-b920-0e7938b42570,BRONZE,148
4779d6f7-8a1b-4357-947b-58c33ccc7f81,SILVER,194
477d8922-ef5a-4481-9f7a-5ae868e5d1cb,IRON,39
477d915e-ccfc-4517-aca5-ae9378a9ba74,SILVER,104
477e78ac-c266-4d81-a3a5-bdfae548b56f,GOLD,198
47826492-3002-4a8e-8795-0b7538560168,BRONZE,103
4783eba3-2a1d-4696-861a-2f384a9fe289,BRONZE,42
478573c2-8aad-44ba-b91f-58a07155ed6f,BRONZE,123
4786a6e7-e0ed-4f38-b6d1-64e673937c8b,GOLD,190
4786fec6-16db-4f89-8c00-f9a175ecbe17,SILVER,161
478838d8-6b7e-4921-b658-a9603a9488ca,BRONZE,76
478aa230-6623-49d3-8332-4f22c76a562f,SILVER,164
478b3c5c-5954-453d-96fe-7e1a2fca192a,IRON,57
478c1555-b26e-429a-8b5a-5f262cb4bbb8,GOLD,186
478e071e-d492-46fa-945e-5f1782c7843a,SILVER,83
47914760-efc8-4c83-8990-55bde960512b,BRONZE,128
47920d37-41fa-4e2a-86af-66d8127b9fe9,IRON,70
47929e7d-fd07-4c7d-961a-6adb5372b48a,IRON,21
47933db6-2f81-459a-a667-dc88bc99127e,BRONZE,84
4797d95b-5eab-4e9d-a591-5f37af25b058,GOLD,199
479a2893-d847-42e4-a74e-e28e1b6893cd,SILVER,173
47a0f5c5-7c89-4b3f-b471-4d8d8b65dbb3,SILVER,173
47a355ce-65d1-4fe9-bdc1-cdac324663d6,PLATINUM,197
47aa73ac-1ae9-493e-a403-ac2e05b94da6,SILVER,180
47ad0130-988a-42a9-b517-67c8fc35a896,IRON,55
47b48488-4b78-4a59-8302-e79acf7f6ac6,GOLD,185
47b98461-18f4-4b94-aba6-e0065e0f4941,SILVER,91
47c7a38a-b5d2-46a6-8b79-b15b32fef6b3,BRONZE,129
47c9e97f-fbeb-41f4-89cf-176a49ebd59c,SILVER,170
47d3507e-b7bf-43eb-a645-0c7fb3f50e7b,SILVER,191
47d5f740-497f-4b6a-9ffb-80c10b050815,SILVER,172
47d6c5d3-c523-4edb-9bfb-1b091fe46d8a,IRON,53
47d6df65-e121-4f8b-aff5-5e6e55f2a182,BRONZE,36
47d9b680-6ad2-45ee-9a5b-789baa413fc3,GOLD,198
47d9bdfb-64cf-4a00-b89c-3207b9c2eef8,GOLD,125
47da737c-5793-4ec5-854a-30832c231be6,BRONZE,50
47db7802-ab1d-4850-9234-54b815e8a1ab,BRONZE,127
47decbf6-3b4e-4a27-bda8-7b599f50e3d6,BRONZE,44
47dfa57a-5548-4cbf-9e2d-0415ef530e45,SILVER,188
47e009e0-d0f6-4b22-b3a0-7a156bea7237,IRON,20
47e0346a-ae7e-437f-8b5d-52bec9bd0349,BRONZE,118
47e34229-1c85-4b99-8cc8-1e01d00c2e3f,SILVER,166
47e46236-e865-413e-ba15-4818c90487e6,BRONZE,66
47eabf59-d647-4fe6-a17e-49b9168cc367,GOLD,118
47eb69de-3fed-4eec-9669-dca3cd9ef2df,SILVER,108
47f2132b-a671-494e-b0ba-a6354011db96,GOLD,189
47f227cf-add4-4409-b0e1-2f1811771c7f,SILVER,161
47f60ae4-1b89-43e4-85b5-7320f8515a5a,SILVER,86
47f6cbaf-c9c2-418f-8ac4-82cf22345de7,SILVER,194
47f6db95-71f5-475e-a6c4-792200903085,BRONZE,116
47f8ab26-fbeb-4743-abf9-c8935865e61f,BRONZE,42
47fc87ab-426a-44c2-b3bf-3a34541e0f50,GOLD,205
4801c799-f83c-42a8-b899-6345f0206618,GOLD,107
480495a1-3e7d-436b-b530-0fa46e5ef1b5,SILVER,176
4805f40c-90b6-413e-b8ed-35adb78aca24,GOLD,156
4805fec6-949f-4663-a3dc-83b68a55e492,IRON,52
480ed688-4799-4e6d-a735-71b92d1a8e19,BRONZE,140
48107fec-e438-4e73-aac5-93cc1c33a0b9,BRONZE,108
481603fd-7606-4925-a1ff-f7a2d2930e11,SILVER,102
481a87ec-cb96-4e70-87fc-3b269767e66a,GOLD,192
481b2c4f-2315-42bf-9477-d3dab7ff5d19,SILVER,86
481c2f65-b1ec-4415-9611-c70eac08ded4,GOLD,131
48223cee-a131-49b7-a17b-a1b848fd61f4,BRONZE,46
48230bb5-b917-4db6-b6a4-650ad225bc71,BRONZE,135
4823963f-b696-49af-bac8-2821337e48b8,GOLD,197
4824f15a-2b94-4d64-8220-6670c16c2bdf,GOLD,200
482af3a5-b95b-4bb7-8052-99f589d54e2b,SILVER,190
482c3830-1177-41e3-8703-82c9f6922d56,IRON,45
482c8f68-0976-47a9-b09d-7b1f53df19a4,SILVER,186
48317747-9439-403d-9e3a-4f362b7bdf84,SILVER,156
4831cbcd-6fb6-43ab-98e7-68c452bd990e,IRON,69
48329bad-56e7-42de-87a8-bda77bbb1c9b,IRON,53
48333856-7422-430f-ae31-3dd83cd653fa,BRONZE,129
48414598-dbdf-4cdc-a379-904b4c518014,IRON,43
48459c2d-a9d6-4bba-b590-71b5d18b1d37,SILVER,135
484812ab-709c-4876-8253-3b0e95d50d99,SILVER,186
48490f8d-e974-40f4-bbe9-08ee4919e84f,IRON,22
484fbe95-870c-4954-8ac5-1b1cfe8ace91,BRONZE,27
48572338-a4ef-4845-b4fb-e577c273a761,GOLD,202
485bc542-1161-4f1c-9b57-d8d3760bb091,GOLD,104
485fca09-2025-41ee-9334-126699853ee3,BRONZE,120
48636003-f214-4b1d-b9c9-b31dcc5cff79,BRONZE,72
48639cfd-2cb2-4f9a-ad05-859d3e31bd1d,SILVER,191
4864f623-94b0-4e68-b6f6-a9a38bfda50f,BRONZE,100
4868054e-1f0a-4990-9d6e-2c7d08b40824,BRONZE,49
4869dd6c-3826-475e-99bd-ca6ccf81c768,GOLD,190
486a1ae9-b148-417d-b4a7-bf402737e391,BRONZE,122
486a1f79-73e7-4da7-a056-3aea54ee4056,BRONZE,130
486a49a9-315e-4436-a982-bad4dae600fd,IRON,58
486adb64-4516-4318-acd6-19d825980e70,BRONZE,107
486be345-fb28-4199-aeca-7fe28c1cb964,SILVER,163
4871156a-13a2-4edd-8ae2-4c32627251ec,SILVER,90
4874ae31-c12d-4fb2-958e-942a7a2cb009,GOLD,196
4874fdcc-5144-4c82-a70c-ce7c1a588b9f,GOLD,185
4877ee97-386f-49f0-94cd-0b870f99c5a3,SILVER,70
48791519-a723-44ca-8bd2-535df4a9a62a,BRONZE,40
487954cd-0fe3-4896-b260-c9c594ff2188,PLATINUM,200
487a7fa2-b3a7-43cd-bce2-8e22065164ae,BRONZE,132
487d0256-bac5-4ceb-ab6a-e61539739123,GOLD,98
487da3cc-8000-44e0-ab3b-8c974709e816,IRON,41
487fae39-d0c1-4b7b-b7b5-04c67f2189e0,SILVER,197
4881d8bc-8f33-4b44-b848-36d464617c3d,BRONZE,34
488419da-7d94-412a-a3d1-bebf46bd0e08,BRONZE,120
48862f7c-db93-44c5-a18b-72cc4959ea6f,SILVER,106
4887b67d-ff98-4eae-8305-c2fdea114f23,BRONZE,130
4889d518-11a4-43a4-822b-f24b37615d27,SILVER,115
489ba5c9-fc13-49cc-8c8f-a6abc26c72c5,SILVER,109
489c65d7-2ed3-4114-8df9-5f5a4d517189,IRON,36
489dec37-734f-4e6b-9f10-35dea809151d,SILVER,169
489e16dd-ec48-4ff2-903d-9d67737bd682,SILVER,76
489f85ee-00ff-4c3a-82c1-cd2b6fe31751,SILVER,99
48a0e4f7-2964-4297-92f1-009cd5182f9b,BRONZE,130
48a137cc-f9e3-4a33-ae2b-7d6a88a557e6,GOLD,194
48a329ac-3ff1-4494-8a43-a7a1ac99262b,BRONZE,122
48a38640-af82-4202-8668-2e5d75fd81e8,SILVER,194
48a65b2a-032b-4490-ae50-bb42578db415,BRONZE,133
48a74a41-9393-4679-b7ba-625e80dccb49,BRONZE,132
48a8b18e-cb04-4484-a73c-d112e827dbe0,BRONZE,64
48ad3593-b869-418c-bec0-961cae1023e2,SILVER,86
48ae65d5-63f4-47f7-b0da-b93121def02e,SILVER,198
48af6fb8-a396-421a-b530-bb9e86338076,IRON,40
48b15186-aa4f-4e81-8bb1-f05407136d3c,SILVER,107
48b2b8b4-22c7-474c-8233-65f73b9117c1,GOLD,106
48b6900a-867f-4cfa-95c9-53dd24c34e80,BRONZE,38
